"year";"survey";"prov";"wat";"hhsize";"popwt";"hhwt";"count";"perc"
2003;"DHS 2003";"Maputo Provincia";"Protected Public Well";11;10051151;913741;1;100
2003;"DHS 2003";"Maputo Provincia";"Protected Public Well";14;16154866;1153919;1;100
2003;"DHS 2003";"Maputo Provincia";"Protected Public Well";15;9864150;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Protected Public Well";17;8446892;496876;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;200638;200638;3;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;328846;328846;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;399195;399195;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;657610;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;1039932;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";1;1108468;1108468;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;401276;200638;3;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;1315220;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;1435782;717891;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;1711624;855812;4;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;2037302;1018651;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;2079864;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;2261854;1130927;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;2293616;1146808;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";2;4156476;2078238;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";3;1490628;496876;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";3;1972830;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";3;3040884;1013628;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";3;3119796;1039932;3;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;802552;200638;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;1315384;328846;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;1987504;496876;3;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;2630440;657610;4;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;2871564;717891;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;3423248;855812;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;4433872;1108468;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";4;6380216;1595054;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;1003190;200638;4;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;3288050;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;3589455;717891;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;4279060;855812;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;5734040;1146808;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";5;7975270;1595054;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;1203828;200638;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;3037854;506309;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;4307346;717891;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;5915652;985942;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;6081768;1013628;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;6880848;1146808;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";6;14029014;2338169;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;1404466;200638;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;2301922;328846;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;4603270;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;7279524;1039932;2;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;8027656;1146808;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";7;14547666;2078238;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;1605104;200638;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;3975008;496876;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;4488640;561080;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;5260880;657610;3;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;5330104;666263;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;9174464;1146808;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";8;18705352;2338169;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";9;5918490;657610;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";9;9167859;1018651;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";9;18704142;2078238;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";10;2006380;200638;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";10;3288460;328846;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";10;3991950;399195;1;100
2003;"DHS 2003";"Maputo Provincia";"Public Water";13;6459388;496876;1;100
2003;"DHS 2003";"Maputo Provincia";"Rainwater";7;1335873;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"Rainwater";15;2862585;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;79125;79125;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;190839;190839;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;386900;386900;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;414543;414543;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;472533;472533;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";1;1108468;1108468;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;158250;79125;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;773800;386900;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;945066;472533;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;1104060;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;2216936;1108468;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";2;5150612;2575306;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;237375;79125;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;572517;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;1160700;386900;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;1197585;399195;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;1243629;414543;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;1417599;472533;4;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;3325404;1108468;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";3;7725918;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;316500;79125;4;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;763356;190839;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;1547600;386900;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;1658172;414543;4;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;1890132;472533;4;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;4433872;1108468;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";4;10301224;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";5;395625;79125;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";5;954195;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";5;2072715;414543;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";5;5542340;1108468;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;474750;79125;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;1145034;190839;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;2321400;386900;4;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;2487258;414543;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;2835198;472533;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";6;6650808;1108468;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";7;553875;79125;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";7;2708300;386900;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";7;2794365;399195;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";7;2901801;414543;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";7;7759276;1108468;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";8;3095200;386900;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";8;3316344;414543;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";8;8867744;1108468;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";9;1717551;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";9;4252797;472533;3;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";9;4968270;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";9;9976212;1108468;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";10;4145430;414543;2;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";10;11084680;1108468;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";11;4559973;414543;1;100
2003;"DHS 2003";"Maputo Provincia";"River/Lake";12;4642800;386900;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;217822;217822;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;472533;472533;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;506309;506309;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;552030;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;913741;913741;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;1013628;1013628;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";1;2575306;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;158250;79125;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;376346;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;435644;217822;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;1012618;506309;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;1104060;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;1106922;553461;4;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;2027256;1013628;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;2079864;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";2;5150612;2575306;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";3;572517;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";3;1490628;496876;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";3;1656090;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";3;1660383;553461;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";3;3119796;1039932;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;752692;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;871288;217822;7;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;1987504;496876;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;2025236;506309;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;2208120;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;2213844;553461;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;3423248;855812;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";4;4054512;1013628;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;940865;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;954195;190839;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;1995975;399195;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;2531545;506309;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;2760150;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;2767305;553461;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;2805400;561080;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;5199660;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";5;12876530;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;2981256;496876;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;3312180;552030;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;3320766;553461;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;5482446;913741;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;6081768;1013628;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";6;15451836;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";7;1317211;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";7;1335873;190839;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";7;3874227;553461;3;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";7;7095396;1013628;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";7;18027142;2575306;2;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";8;1742576;217822;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";8;4050472;506309;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";8;8319456;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";8;20602448;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";9;1693557;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";9;5049720;561080;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";9;9359388;1039932;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";9;21043520;2338169;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";10;1881730;188173;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";10;2178220;217822;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";12;6641532;553461;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";13;33478978;2575306;1;100
2003;"DHS 2003";"Maputo Provincia";"Unprotected Public Well";15;7453140;496876;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";1;4665598;4665598;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";2;2188158;1094079;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";2;2453786;1226893;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";2;5010498;2505249;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";3;3282237;1094079;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";3;6716838;2238946;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";3;7515747;2505249;3;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";4;7308804;1827201;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";4;9989048;2497262;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";4;18662392;4665598;2;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";5;5470395;1094079;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";5;6465900;1293180;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";5;9136005;1827201;2;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";5;11704010;2340802;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";5;23327990;4665598;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";6;10696278;1782713;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";6;10963206;1827201;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";6;15031494;2505249;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";7;12790407;1827201;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";7;17536744;2505249;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";8;10345440;1293180;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";8;14617608;1827201;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";8;20041992;2505249;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";8;29999304;3749913;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";11;27557740;2505249;1;100
2003;"DHS 2003";"Nampula";"In Neighbor'S Land";18;42134436;2340802;1;100
2003;"DHS 2003";"Nampula";"In Own Land";3;3680679;1226893;1;100
2003;"DHS 2003";"Nampula";"In Own Land";3;7515747;2505249;1;100
2003;"DHS 2003";"Nampula";"In Own Land";3;13996794;4665598;1;100
2003;"DHS 2003";"Nampula";"In Own Land";4;4376316;1094079;1;100
2003;"DHS 2003";"Nampula";"In Own Land";5;9136005;1827201;3;100
2003;"DHS 2003";"Nampula";"In Own Land";7;12790407;1827201;1;100
2003;"DHS 2003";"Nampula";"In Own Land";9;22547240;2505249;1;100
2003;"DHS 2003";"Nampula";"In Own Land";11;12317888;1119808;1;100
2003;"DHS 2003";"Nampula";"In Own Land";13;60652776;4665598;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";1;3749913;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";2;1444134;722067;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";2;7499826;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";2;9331196;4665598;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";3;2166201;722067;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";3;11249739;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";3;13996794;4665598;3;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;2888268;722067;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;7229516;1807379;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;7308804;1827201;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;8955784;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;9363208;2340802;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;9989048;2497262;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";4;14999652;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";5;3610335;722067;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";5;9136005;1827201;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";5;11194730;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";5;12486310;2497262;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";5;23327990;4665598;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;4332402;722067;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;10963206;1827201;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;14044812;2340802;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;14983572;2497262;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;22499478;3749913;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";6;27993588;4665598;5;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";7;12651653;1807379;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";7;15672622;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";7;16385614;2340802;3;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";7;17480834;2497262;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";8;10345440;1293180;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";8;14261704;1782713;2;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";8;29999304;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";9;21067218;2340802;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";10;18073790;1807379;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";10;23408020;2340802;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";10;46655980;4665598;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";11;41249044;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";12;28089624;2340802;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";12;55987176;4665598;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";13;29106298;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";13;48748868;3749913;1;100
2003;"DHS 2003";"Nampula";"Inside Neighbor'S House";14;31345244;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside The House";2;4477892;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside The House";7;15672622;2238946;1;100
2003;"DHS 2003";"Nampula";"Inside The House";9;21067218;2340802;1;100
2003;"DHS 2003";"Nampula";"Inside The House";10;22389460;2238946;1;100
2003;"DHS 2003";"Nampula";"Other";6;6283236;1047206;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";1;1047206;1047206;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";1;2448511;2448511;3;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;860928;430464;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;2094412;1047206;3;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;2188158;1094079;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;2307692;1153846;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;2479654;1239827;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;3634404;1817202;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";2;4897022;2448511;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;1291392;430464;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;2865999;955333;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;3141618;1047206;3;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;3516003;1172001;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;3815253;1271751;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;3879540;1293180;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;3934731;1311577;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";3;9811242;3270414;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;4188824;1047206;4;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;4479232;1119808;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;4615384;1153846;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;4959308;1239827;5;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;5199112;1299778;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;7130852;1782713;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";4;9794044;2448511;3;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;5236030;1047206;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;5599040;1119808;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;5769230;1153846;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;6199135;1239827;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;6358755;1271751;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;9086010;1817202;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;12242555;2448511;5;100
2003;"DHS 2003";"Nampula";"Protected Public Well";5;16352070;3270414;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;6211998;1035333;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;6283236;1047206;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;7438962;1239827;3;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;7630506;1271751;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;7798668;1299778;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;12833442;2138907;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";6;14691066;2448511;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;7658553;1094079;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;9052260;1293180;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;9098446;1299778;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;9181039;1311577;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;17139576;2448511;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;17536744;2505249;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";7;30625232;4375033;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";8;9918616;1239827;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";8;10174008;1271751;2;100
2003;"DHS 2003";"Nampula";"Protected Public Well";8;10492616;1311577;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";10;17827130;1782713;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";10;21389070;2138907;1;100
2003;"DHS 2003";"Nampula";"Protected Public Well";15;36727664;2448511;1;100
2003;"DHS 2003";"Nampula";"Public Water";1;722067;722067;2;100
2003;"DHS 2003";"Nampula";"Public Water";1;955333;955333;1;100
2003;"DHS 2003";"Nampula";"Public Water";1;1271751;1271751;1;100
2003;"DHS 2003";"Nampula";"Public Water";1;1299778;1299778;2;100
2003;"DHS 2003";"Nampula";"Public Water";1;4665598;4665598;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;1444134;722067;2;100
2003;"DHS 2003";"Nampula";"Public Water";2;2094412;1047206;2;100
2003;"DHS 2003";"Nampula";"Public Water";2;2307692;1153846;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;2479654;1239827;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;2543502;1271751;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;3614758;1807379;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;3768668;1884334;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;4897022;2448511;2;100
2003;"DHS 2003";"Nampula";"Public Water";2;7499826;3749913;1;100
2003;"DHS 2003";"Nampula";"Public Water";2;9331196;4665598;2;100
2003;"DHS 2003";"Nampula";"Public Water";3;3105999;1035333;2;100
2003;"DHS 2003";"Nampula";"Public Water";3;3141618;1047206;1;100
2003;"DHS 2003";"Nampula";"Public Water";3;3461538;1153846;1;100
2003;"DHS 2003";"Nampula";"Public Water";3;3815253;1271751;1;100
2003;"DHS 2003";"Nampula";"Public Water";3;3899334;1299778;2;100
