"year";"survey";"prov";"wat";"hhsize";"popwt";"hhwt";"count";"perc"
2003;"DHS 2003";"Cabo Delgado";"River/Lake";4;6624652;1656163;5;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;1973810;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;3417320;683464;4;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;4596880;919376;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;5810455;1162091;5;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;5906595;1181319;2;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;7170430;1434086;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;8023275;1604655;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";5;8280815;1656163;6;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";6;2368572;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";6;3911460;651910;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";6;4100784;683464;2;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";6;7087914;1181319;2;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";6;9936978;1656163;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";7;2763334;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";7;4784248;683464;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";7;10038602;1434086;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";8;5467712;683464;1;100
2003;"DHS 2003";"Cabo Delgado";"River/Lake";9;6483177;720353;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;324950;324950;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;352228;352228;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;476008;476008;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;583547;583547;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;651910;651910;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;671680;671680;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;821107;821107;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;919376;919376;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1054544;1054544;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1070995;1070995;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1162091;1162091;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1283762;1283762;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1343750;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1358666;1358666;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1399183;1399183;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1434086;1434086;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1531181;1531181;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;1694566;1694566;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;2098517;2098517;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;2115295;2115295;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";1;2773187;2773187;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;257670;128835;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;649900;324950;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;704456;352228;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;932574;466287;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;952016;476008;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1167094;583547;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1343360;671680;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1405084;702542;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1408912;704456;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1440706;720353;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1524144;762072;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1639564;819782;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1642214;821107;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;1895054;947527;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2109088;1054544;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2141990;1070995;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2280118;1140059;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2324182;1162091;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2567524;1283762;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2687500;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2717332;1358666;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2798366;1399183;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;2868172;1434086;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;3062362;1531181;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;3209310;1604655;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;3389132;1694566;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;3875216;1937608;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;4197034;2098517;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;4230590;2115295;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";2;5546374;2773187;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;386505;128835;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;974850;324950;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1056684;352228;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1184286;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1428024;476008;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1750641;583547;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1758948;586316;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;1955730;651910;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2015040;671680;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2107626;702542;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2113368;704456;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2161059;720353;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2286216;762072;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2459346;819782;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2503065;834355;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2758128;919376;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2842581;947527;7;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;2871399;957133;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3163632;1054544;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3212985;1070995;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3325662;1108554;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3420177;1140059;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3486273;1162091;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;3851286;1283762;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;4031250;1343750;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;4197549;1399183;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;4302258;1434086;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;4593543;1531181;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;4813965;1604655;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;5083698;1694566;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;6295551;2098517;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;6345885;2115295;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;8319561;2773187;9;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";3;9764274;3254758;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;515340;128835;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1299800;324950;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1408912;352228;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1579048;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1586272;396568;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1865148;466287;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;1904032;476008;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;2607640;651910;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;2686720;671680;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;2810168;702542;6;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;2881412;720353;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;3048288;762072;6;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;3279128;819782;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;3284428;821107;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;3790108;947527;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;4218176;1054544;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;4283980;1070995;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;4648364;1162091;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;4725276;1181319;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;5135048;1283762;7;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;5375000;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;5434664;1358666;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;5596732;1399183;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;6124724;1531181;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;6418620;1604655;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;6778264;1694566;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;7750432;1937608;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;8394068;2098517;6;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;11092748;2773187;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";4;13019032;3254758;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;644175;128835;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;1624750;324950;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;1761140;352228;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;2331435;466287;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;2380040;476008;5;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;2917735;583547;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;2931580;586316;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;3259550;651910;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;3358400;671680;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;3512710;702542;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;3601765;720353;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;3810360;762072;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;4098910;819782;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;4105535;821107;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;4737635;947527;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;4785665;957133;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;4894035;978807;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;5272720;1054544;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;5700295;1140059;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;5906595;1181319;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;6418810;1283762;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;6718750;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;6793330;1358666;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;6995915;1399183;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;7170430;1434086;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;7655905;1531181;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;8023275;1604655;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;8472830;1694566;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;9688040;1937608;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;10492585;2098517;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;10576475;2115295;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;13865935;2773187;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";5;16273790;3254758;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;773010;128835;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;1949700;324950;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;2113368;352228;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;2368572;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;2797722;466287;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;2856048;476008;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;3501282;583547;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;3911460;651910;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4030080;671680;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4215252;702542;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4322118;720353;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4572432;762072;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4918692;819782;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;4926642;821107;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;5516256;919376;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;5685162;947527;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;5872842;978807;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;6327264;1054544;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;6425970;1070995;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;7702572;1283762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;8062500;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;8395098;1399183;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;8604516;1434086;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;9187086;1531181;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;9627930;1604655;3;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;10167396;1694566;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;12591102;2098517;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;12691770;2115295;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;16639122;2773187;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";6;19528548;3254758;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;901845;128835;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;2274650;324950;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;2465596;352228;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;2763334;394762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;3332056;476008;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;4084829;583547;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;4917794;702542;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;5042471;720353;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;5172734;738962;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;5334504;762072;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;5738474;819782;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;6435632;919376;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;6632689;947527;4;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;6851649;978807;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;7381808;1054544;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;7496965;1070995;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;7980413;1140059;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;8134637;1162091;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;9406250;1343750;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;9794281;1399183;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;14689619;2098517;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";7;22783306;3254758;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;3172544;396568;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;3808064;476008;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;4668376;583547;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;5373440;671680;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;5762824;720353;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;6568856;821107;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;7355008;919376;2;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;7580216;947527;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;8436352;1054544;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;9120472;1140059;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;9296728;1162091;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;9450552;1181319;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;11193464;1399183;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;12837240;1604655;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;16788136;2098517;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";8;22185496;2773187;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;6322878;702542;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;6483177;720353;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;7378038;819782;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;8527743;947527;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;11553858;1283762;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;14441895;1604655;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";9;18886652;2098517;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;3249500;324950;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;6716800;671680;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;10545440;1054544;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;15311810;1531181;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;16945660;1694566;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";10;32547580;3254758;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";12;5712096;476008;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";13;9157928;704456;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";16;24498896;1531181;1;100
2003;"DHS 2003";"Cabo Delgado";"Unprotected Public Well";17;15629392;919376;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";1;376909;376909;2;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";1;476693;476693;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";1;675765;675765;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";1;702359;702359;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";1;888447;888447;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";2;840570;420285;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";2;1913106;956553;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";3;1130727;376909;3;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";3;1950744;650248;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";3;2113242;704414;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";4;2703060;675765;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";4;3078596;769649;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";5;3251240;650248;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";5;3319775;663955;1;100
2003;"DHS 2003";"Gaza";"In Neighbor'S Land";5;3378825;675765;1;100
